0.0	-0.08794521046362538	0.02818511459637865
0.01	-0.09498428769769802	0.03305304446340466
0.02	-0.10243847561513633	0.03780766073456542
0.03	-0.11030979508621525	0.04242802705826745
0.04	-0.11859897924513661	0.04689257861864661
0.05	-0.12730538612211237	0.051179202138864746
0.06	-0.13642691866941362	0.05526532850850127
0.07	-0.14595995411917603	0.05912803779995948
0.08	-0.15589928455403845	0.06274417616309214
0.09	-0.16623807044212488	0.06609048381075557
0.1	-0.17696780868349238	0.06914373304513878
0.11	-0.1880783164390228	0.07188087504071011
0.12	-0.19955773167355076	0.07427919390913773
0.13	-0.2113925309574365	0.07631646643702557
0.14	-0.22356756465502273	0.07797112581720683
0.15	-0.23606610920913296	0.07922242769138363
0.16	-0.24886993583535988	0.08005061688172144
0.17	-0.2619593945959517	0.08043709329933874
0.18	-0.2753135125555132	0.08036457565839106
0.19	-0.28891010454854554	0.07981726176885967
0.2	-0.3027258950223095	0.07878098429798719
0.21	-0.316736649456808	0.07724336094717127
0.22	-0.3309173139936226	0.07519393795859777
0.23	-0.34524216210141667	0.07262432572195016
0.24	-0.3596849473318834	0.06952832498592752
0.25	-0.3742190614319685	0.06590204179704917
0.26	-0.38881769722933096	0.06174398881177312
0.27	-0.40345401575338813	0.0570551700974146
0.28	-0.4181013169568	0.051839146008534266
0.29	-0.43273321313779	0.04610207426574994
0.3	-0.4473238037253934	0.039852723046097764
0.31	-0.4618478494906555	0.03310245178887465
0.32	-0.4762809435206916	0.0258651555890034
0.33	-0.49059967549244227	0.01815716953436767
0.34	-0.5047817849778807	0.009997130163464214
0.35000000000000003	-0.5188062987821629	0.0014057923666685999
0.36	-0.5326536467450395	-0.007594198508512929
0.37	-0.5463057501055909	-0.01697857792370935
0.38	-0.5597460765134997	-0.02672177355569831
0.39	-0.5729596561235875	-0.03679725175705217
0.4	-0.5859330539707408	-0.04717789218824876
0.41000000000000003	-0.5986542950023124	-0.05783638209216289
0.42	-0.6111127397319056	-0.06874562027298643
0.43	-0.6232989104340012	-0.07987911973799527
0.44	-0.635204270060954	-0.09121139721212008
0.45	-0.6468209585482505	-0.1027183373755531
0.46	-0.6581414937767391	-0.11437751972548996
0.47000000000000003	-0.6691584470604515	-0.12616849644087452
0.48	-0.679864105488591	-0.13807301055030285
0.49	-0.690250135618941	-0.15007514508847775
0.5	-0.7003072647340208	-0.1621613957992749
0.51	-0.7100249969589212	-0.1743206623237491
0.52	-0.7193913818276597	-0.18654415570382865
0.53	-0.7283928522099441	-0.1988252234087169
0.54	-0.7370141467369775	-0.21115909687052123
0.55	-0.7452383289088428	-0.22354257054786772
0.56	-0.7530469109210789	-0.2359736255905976
0.5700000000000001	-0.7604200850148045	-0.2484510149468071
0.58	-0.7673370590625909	-0.26097382986930123
0.59	-0.7737764865193055	-0.27354106985639637
0.6	-0.7797169742892787	-0.2861512387516831
0.61	-0.7851376460761648	-0.298801988777374
0.62	-0.7900187340074364	-0.3114898315936439
0.63	-0.794342168326939	-0.3242099311709693
0.64	-0.7980921341502225	-0.33695598765672946
0.65	-0.8012555658813991	-0.34972021502196127
0.66	-0.8038225538284105	-0.3624934087241734
0.67	-0.8057866434774875	-0.375265093585998
0.68	-0.8071450152092807	-0.38802373716839467
0.6900000000000001	-0.807898540213505	-0.4007570105557998
0.7000000000000001	-0.8080517161925093	-0.4134520768973855
0.71	-0.807612493408446	-0.4260958882565631
0.72	-0.806592007155532	-0.4386754730906227
0.73	-0.8050042364811599	-0.4511781996377449
0.74	-0.8028656108301422	-0.46359200417072144
0.75	-0.800194586356632	-0.47590557701948627
0.76	-0.7970112122181001	-0.4881085030578291
0.77	-0.7933367046174732	-0.5001913566808087
0.78	-0.7891930431112857	-0.5121457539714789
0.79	-0.7846026001506586	-0.523964366684293
0.8	-0.7795878113043795	-0.5356409038683763
0.81	-0.7741708903827873	-0.5471700674957426
0.8200000000000001	-0.7683735909028874	-0.558547488467505
0.8300000000000001	-0.7622170130932342	-0.5697696489813623
0.84	-0.7557214539490205	-0.5808337965894993
0.85	-0.7489062966818657	-0.5917378544751762
0.86	-0.7417899352019974	-0.6024803316240602
0.87	-0.7343897289436185	-0.6130602357336838
0.88	-0.7267219833138647	-0.6234769909391792
0.89	-0.7188019512324538	-0.6337303617637496
0.9	-0.7106438515628267	-0.6438203841406285
0.91	-0.7022609006577932	-0.653747303900569
0.92	-0.6936653537072983	-0.6635115227685543
0.93	-0.6848685530483288	-0.6731135516541974
0.9400000000000001	-0.675880981052846	-0.6825539708388892
0.9500000000000001	-0.666712315633001	-0.69183339654531
0.96	-0.6573714867845559	-0.7009524533083278
0.97	-0.64786673292515	-0.7099117515387365
0.98	-0.6382056560732434	-0.7187118696725516
0.99	-0.6283952751580801	-0.7273533403202461
1.0	-0.6184420769541821	-0.7358366398655335
1.01	-0.6083520642999599	-0.7441621810067828
1.02	-0.5981308013935042	-0.7523303077818162
1.03	-0.5877834560640628	-0.7603412926657507
1.04	-0.5773148389994034	-0.7681953353795659
1.05	-0.5667294399711501	-0.7758925630928224
1.06	-0.5560314611457935	-0.7834330317465097
1.07	-0.545224847601461	-0.7908167282608988
1.08	-0.5343133151923493	-0.7980435734282975
1.09	-0.5233003759161771	-0.8051134253217569
1.1	-0.5121893609469734	-0.8120260830782229
1.11	-0.5009834414975197	-0.8187812909385452
1.12	-0.4896856476740288	-0.8253787424474972
1.1300000000000001	-0.4782988854812201	-0.8318180847347558
1.1400000000000001	-0.4668259521295919	-0.8380989228130025
1.1500000000000001	-0.45526954978907375	-0.8442208238422073
